city_id,year_month,year,month,totreg_nonbusiness,monthid,lnSales,lndidi,lnuber,lnyidao,lnshenzhou,Uber,platform_soft,ln_populationcity,ln_populationdensitycity,ln_employedcity,ln_unemployedcity,ln_wageofstaffandworkercity,ln_highwaypassengertraffic,ln_aviationpassengertraffic,ln_grpcity,ln_grppercapitacity,ln_mobilesubscriberscity,ln_internetsubscriberscity,ln_roadarea,ln_buses,ln_buspassengervolume,ln_taxis,ln_busesper1000,ln_roadareapercapita,ln_metro_length,ln_gas90
49,201001,2010,1,21934,1,9.9958391,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.943049
49,201002,2010,2,18646,2,9.8334408,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.943049
49,201003,2010,3,22723,3,10.031177,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.943049
49,201004,2010,4,32555,4,10.390717,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.9643112
49,201005,2010,5,24491,5,10.106102,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.8000582
49,201006,2010,6,17798,6,9.7868977,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.7884206
49,201007,2010,7,19166,7,9.8609457,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.7917595
49,201008,2010,8,21928,8,9.9955654,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.7884206
49,201009,2010,9,26386,9,10.180627,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.7884206
49,201010,2010,10,20517,10,9.9290581,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.7884206
49,201011,2010,11,22153,11,10.005774,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.7884206
49,201012,2010,12,21676,12,9.9840069,0,,0,0,0,0,7.0393362,6.8471665,5.1096358,11.118415,10.439869,11.408409,7.023581,17.622751,10.469255,7.2793188,4.8202815,8.7467165,8.9296999,11.694097,9.5453835,2.74084,2.5703194,0,1.8164521
49,201101,2011,1,24763,13,10.117146,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.943049
49,201102,2011,2,13065,14,9.4777689,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.8840348
49,201103,2011,3,22288,15,10.011848,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9035989
49,201104,2011,4,20240,16,9.9154654,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9516082
49,201105,2011,5,19642,17,9.8854761,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9572738
49,201106,2011,6,20100,18,9.9085245,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9572738
49,201107,2011,7,18897,19,9.8468113,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9572738
49,201108,2011,8,22082,20,10.002563,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9572738
49,201109,2011,9,31595,21,10.360785,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9572738
49,201110,2011,10,17468,22,9.7681828,0,,0,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9271641
49,201111,2011,11,21086,23,9.9564123,0,,5.4424176,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9257075
49,201112,2011,12,27804,24,10.232971,0,,6.5410299,0,0,0,7.0475779,6.8545022,5.1535807,10.936939,10.561115,11.362085,7.1615443,17.832134,10.789546,7.4576092,5.1152353,8.7735395,8.8193693,11.664797,9.5453835,2.6130066,2.5703194,2.9704144,1.9257075
49,201201,2012,1,25622,25,10.151246,0,,6.3473892,0,0,0,7.0598755,6.8676829,5.2979174,11.105062,11.105062,11.388314,7.2779384,18.043013,10.794583,7.6128259,5.2455068,8.8122482,8.8803072,11.888041,9.6743259,2.6525373,2.5900171,3.4843123,1.9257075
49,201202,2012,2,20815,26,9.9434776,0,,6.3473892,0,0,0,7.0598755,6.8676829,5.2979174,11.105062,11.105062,11.388314,7.2779384,18.043013,10.794583,7.6128259,5.2455068,8.8122482,8.8803072,11.888041,9.6743259,2.6525373,2.5900171,3.4843123,1.9501867
49,201203,2012,3,21899,27,9.9942417,0,,6.3578424,0,0,0,7.0598755,6.8676829,5.2979174,11.105062,11.105062,11.388314,7.2779384,18.043013,10.794583,7.6128259,5.2455068,8.8122482,8.8803072,11.888041,9.6743259,2.6525373,2.5900171,3.4843123,1.9837563
49,201204,2012,4,18443,28,9.8224945,0,,6.1484685,0,0,0,7.0598755,6.8676829,5.2979174,11.105062,11.105062,11.388314,7.2779384,18.043013,10.794583,7.6128259,5.2455068,8.8122482,8.8803072,11.888041,9.6743259,2.6525373,2.5900171,3.4843123,2.0175662
49,201205,2012,5,19923,29,9.8996801,0,,6.6883545,0,0,0,7.0598755,6.8676829,5.2979174,11.105062,11.105062,11.388314,7.2779384,18.043013,10.794583,7.6128259,5.2455068,8.8122482,8.8803072,11.888041,9.6743259,2.6525373,2.5900171,3.4843123,1.9933388
